Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-10-14,Monday,42,October,Windy,67,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,1,21,Good,Good,FALSE,Button Up Shirt,Forest Green,Black,American Eagle,Tropical Plants,Green,Shorts,White,Black,American Eagle,,White,Slip-on Shoes,Electric Lime,,Moln,,Green,Green,,Boxers,Green,Electric Lime,Black,Underarmour,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pastel Green,Green,Hoodie,,,Green,2,,Andouille Jambalaya,Pumpkin Samosas,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,7,,"Banana, Pumpkin","Potato, Peas, Ginger",Chicken,,Still great,Solid TJ item although I dont get much of the pumpkin taste from it,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-15,Tuesday,42,October,Cloudy,59,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,8,0,59,Good,Good,FALSE,Button Up Shirt,Blue,Pink,Gamestop,Kirby,Blue,Joggers,Forest Green,,American Eagle,,Green,Slippers,Olive Green,Brown,LL Bean,,Green,Blue,White,Boxers,Blue,Blue,Red,Nintendo,Mario,Blue,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Andouille Jambalaya,Swordfish Tacos,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,10,,"Coconut, Avocado, Peppers","Potato, Peas, Ginger","Chicken, Swordfish",,Still great,Swordfish Tacos were amazing and the guac and peppers I put on there were sensational,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,TRUE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-10-16,Wednesday,42,October,Sunny,59,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,1,32,Good,Good,FALSE,Long Sleeve,Dark Green,,St. John's Bay,,Green,Corduroys,Olive Green,,American Eagle,,Green,Golf Shoes,White,Green,Malbon,,White,Blue,,Boxers,Blue,Jungle Green,Light Blue,Stance,Python,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Lime Green,Black,Pullover,Bethpage Black,,Green,2,,Swordfish Tacos,Shrimp Gyozas with Shishito Peppers,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,9,,"Avocado, Peppers",,"Shrimp, Swordfish",,Not as good as the OG but still great,Great combination but didn't reach the highest of highs that I've had this year. Still great tho,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Golf,,TRUE,FALSE,Lyft,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,TRUE,,TRUE,1,Beer
2024-10-17,Thursday,42,October,Sunny,61,46,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,1,100,Good,Good,FALSE,Henley,Olive Green,,,,Green,Joggers,Navy Blue,,Aeropastale,,Blue,Golf Shoes,White,Green,Malbon,,White,Green,Red,Boxers,Green,Olive Green,Red,Stance,Monster,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Dark Green,,Pullover,,,Green,2,,Shrimp Gyozas with Shishito Peppers,Loaded Steak Sweet Potato,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,10,,"Peppers, Banana","Sweet Potato, Ginger","Beef, Shrimp",,Great on the leftover end of things,I'm really on a roll with my cooking. I BBQ'd the steak pieces diced them up and stuffed them into a baked sweet potato. Insanely good especially with the spicy italian peppers I bought,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Chilly,TRUE,TRUE,10,TRUE,30,Golf,,TRUE,FALSE,Lyft,"Jiwei, Kevin",,,,PRA,python,TRUE,TRUE,3,4,TRUE,,FALSE,0,
2024-10-18,Friday,42,October,Sunny,69,46,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,7,1,20,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Joggers,Forest Green,,American Eagle,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Red,Electric Lime,Black,Underarmour,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,FALSE,,,,,,,1,Pumpkin Pancake w/ Bacon,,Steak and Shishito Pepper Salad,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Turning Point,,,,,9,8,,,Ginger,"Pork, Beef",Always wanted to try this place and it was a good post-frisbee meal. The pancakes were crazy good and the bacon on top was the icing on the cake,,,,Youtube,,Hulu,One of our favorite videos ever (with Chrisitian Pulisic) | Bob Does Sports,,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,"Frisbee, Climbing",,FALSE,FALSE,FALSE,Jiwei,,,,PRA,python,TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-10-19,Saturday,42,October,Sunny,71,49,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,10:30,8,0,28,Good,Good,FALSE,Polo,Pistachio,,Hoboken Golf,,Green,Shorts,Jungle Green,Blue,American Eagle,,Green,Golf Shoes,White,Green,Malbon,,White,Green,,Boxers,Green,Electric Lime,Black,Underarmour,,Green,Glasses,Green,TRUE,Dark Blue,Green,Cap,Hoboken Golf,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Falafel Salad,Buffalo Chicken and Cheese Pizza,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Naya,Rosario's,,,8,9,,Jalepeño,"Lettuce, Chickpea, Onion, Eggplant",Chicken,,Naya is the only thing worth eating in brookfield place,Rosario's was especially good today I think it's because papa rosario was behind the pizza ovens,,,,,,,,0,TRUE,TRUE,Good,TRUE,FALSE,0,TRUE,30,"Basketball, Golf","Train, Bus",TRUE,FALSE,Lyft,"Jiwei, Jed",,,,,,TRUE,TRUE,2,3,FALSE,,TRUE,2,"Seltzer, Seltzer"
2024-10-20,Sunday,43,October,Sunny,75,47,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:30,00:00,8,1,27,Good,Good,FALSE,Polo,Celadon,,Greg Norman,,Green,Khakis,Verdigris,,Blank,,Green,Golf Shoes,White,Green,Malbon,,White,Blue,,Boxers,Blue,Black,Turquoise,Louvre,Mona Lisa,Black,Glasses,Green,TRUE,Jade,,Cap,MUD,,Green,FALSE,,,,,,TRUE,Lime Green,Black,Pullover,Bethpage Black,,Green,2,Munchkins,Steak Taco w/ Salad,Hot Honey Salmon,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Dunkin' Donuts,,,,,7,8,,Passionfruit,"Lettuce, Peas, Carrot, Broccoli","Steak, Salmon",,Leftover steak still delicious,Really good hot honey salmon,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,Lyft,"Jiwei, Jed, Kevin, Deezy",,,,,,TRUE,TRUE,3,4,FALSE,,TRUE,2,"Beer, Beer"
2024-10-21,Monday,43,October,Sunny,79,49,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:30,11:00,7.5,0,13,Good,Good,FALSE,T-Shirt,Kelly Green,White,Olympics,,Green,Sweatpants,Gray,,Monstercat,,Gray,Sandals,Green,Orange,Adidas,,Green,Green,,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Hot Honey Salmon,Sunnyside Eggs and Sweet Potatoes,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,"Passionfruit, Orange","Lettuce, Peas, Carrot, Broccoli, Sweet Potato","Eggs, Salmon",,Still really good,Needed to get rid of the sweet potatoes I had and this was a great meal,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,TRUE,TRUE,Good,TRUE,TRUE,10,TRUE,30,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, AI-Image Analysis, AI Book, CBD Gummy Study","python, R",TRUE,TRUE,1,4,TRUE,,FALSE,0,
2024-10-22,Tuesday,43,October,Sunny,81,58,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,06:30,00:00,7.5,1,30,Good,Good,FALSE,T-Shirt,Cornflour Blue,Brown,Old Navy,Bears,Blue,Swishy Sweatpants,Green,White,Holloway,Daldot,Green,Basketball Shoes,Black,Electric Lime,Underarmour,Curry,Black,Green,Blue,Boxers,Green,Blue,Black,Nike,,Blue,Glasses,Green,TRUE,Columbia Blue,,Cap,Columbia,Crown,Blue,FALSE,,,,,,FALSE,,,,,,,1,,Sweet Potatoes,Bulgogi Tacos,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,9,,"Passionfruit, Orange, Mango",Sweet Potato,Beef,,Still really good,The bulgogi meat from Trader Joe's is so good and it went really well with the tortillas I bought earlier,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Good,TRUE,FALSE,0,TRUE,30,"Basketball, Frisbee",,TRUE,FALSE,FALSE,"Jiwei, Kevin, Jason, Wilson",,,,"PRA, AI-Image Analysis, CBD Gummy Study",python,TRUE,TRUE,2,2,TRUE,,TRUE,3,"Cider, Cider, Beer"
2024-10-23,Wednesday,43,October,Sunny,78,59,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,10:00,6,1,43,Good,Good,FALSE,T-Shirt,Emerald Green,Blue,Nike,,Green,Joggers,White,Black,American Eagle,,White,Sandals,Green,Orange,Adidas,,Green,Green,,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,Eggs and Sausage,Bulgogi Tacos,Watermelon Salad,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,7,8,8,,"Watermelon, Mango","Lettuce, Carrot",Beef,I woke up so early and so hungry I had to eat breakfast,I need to buy the bulgogi meat more often,Watermelon salad is never a wrong move,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Golden Wind,Jojo's Bizarre Adventure: Golden Wind,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,,,FALSE,FALSE,FALSE,Jiwei,,,,PRA,"python, R",TRUE,TRUE,2,5,FALSE,,FALSE,0,
2024-10-24,Thursday,43,October,Cloudy,69,51,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,8,0,76,Good,Good,FALSE,Athletic Shirt,Lime Green,Gray,Harvard Ultimate,Red Line,Green,Joggers,Crimson,,American Eagle,,Red,Sneakers,Red,Black,Nike,,Red,Blue,Green,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Bulgogi Sweet Potatoes,Salmon Tuna Poke Bowl,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,9,8,,"Passionfruit, Orange, Mango","Sweet Potato, Cucumber, Ginger","Beef, Salmon, Tuna",,Really surprising how well the sweet potatoes and the bulgogi meat went together,The usual from Piki Poke so so good,,,Hulu,nbabite,,Jojo's Bizarre Adventure: Phantom Blood,Spurs vs. Mavs,2,FALSE,TRUE,Good,TRUE,FALSE,0,TRUE,30,Frisbee,,TRUE,FALSE,FALSE,"Jiwei, Abi",,,,PRA,"python, R",TRUE,TRUE,3,4,FALSE,,FALSE,0,
2024-10-25,Friday,43,October,Sunny,66,45,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:30,11:00,7.5,1,71,Good,Good,FALSE,Button-Up Shirt,Kelly Green,Jungle Green,Columbia,Tropical Plants,Green,Japanese Leisure Pants,Forest Green,,,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Cyan,Magenta,Boxers,Blue,Olive Green,Red,Stance,Monster,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Pistachio,Brown,Hoodie,Costco,,Green,2,,Spicy Texas Sandwich,Shrimp Salad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Terrace by Alessio's,Toast x Bowl,,,7,8,,Avocado,"Spinach, Ginger, Carrot","Eggs, Chorizo, Shrimp",,Got this from the terrace and it is a very good option on their menu,Shrimp Salad from Toast x Bowl is actually really good,,,Youtube,nbabite,,Awful Coaching,Knicks vs. Pacers,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,,FALSE,FALSE,FALSE,"Jiwei, Abi",,,,"PRA, CBD Gummy Study","python, R",TRUE,TRUE,1,3,FALSE,,FALSE,0,
2024-10-26,Saturday,43,October,Sunny,64,48,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,00:00,11,0,60,Good,Good,FALSE,T-Shirt,Olive Green,,Express,,Green,Joggers,Olive Green,,American Eagle,Fuzzy,Green,Sneakers,Black,Neon Green,Nike,KD,Black,Green,,Boxers,Green,Green,Yellow,,Pineapples,Green,Glasses,Green,TRUE,Kelly Green,,Beanie,Zara,,Green,FALSE,,,,,,TRUE,Lime Green,,Sweater,Zara,,Green,2,,Pumpkin Pizza and Mac and Cheese Pizza,Spicy Squid and spicy beef,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Tony Baloney's,BCD Tofu House,,,8,9,,Banana,"Mushroom, Ginger, Carrot, Chives","Squid, Beef, Tuna",,Not as good as other days at Tony Baloney's wasn't the biggest fan of the pumpkin pizza tbh,We ordered way too much here but that's never a bad things since the food is so good. The squid was much better than ,,,,,,,,0,FALSE,TRUE,Good,TRUE,FALSE,0,TRUE,30,,"Train, Bus",FALSE,FALSE,FALSE,"Jiwei, Abi, Kevin, Weezy, Leo",,,,,,TRUE,TRUE,2,3,FALSE,,TRUE,1,Cider
2024-10-27,Sunday,44,October,Sunny,60,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,8,0,0,Good,Good,FALSE,Long Sleeve,Forest Green,,St. John's Bay,,Green,Joggers,Forest Green,,American Eagle,,Green,Sneakers,Green,Black,Nike,Kobe,Green,Green,Blue,Boxers,Green,Black,Neon Green,Nike,Air Jordan,Black,Glasses,Green,TRUE,Green,,Beanie,London,,Green,FALSE,,,,,,TRUE,Pistachio,,Hoodie,Old Navy,Black Panther,Green,2,,Chicken Empanada and Chicken Wings,Chicken Tenders,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Shoprite,Barclays Arena,,,7,7,,Banana,,Chicken,,Solid food for hot grocery store food,Solid food for stadium food,,,,,,,,0,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,"Light Rail, Train, Bus, PATH",FALSE,FALSE,FALSE,"Jiwei, Abi, Kevin, Joe, Weezy, Jed",,,,,,TRUE,TRUE,2,3,FALSE,,TRUE,2,"Seltzer, Seltzer"
2024-10-28,Monday,44,October,Mostly Cloudy,62,38,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,10:00,7,0,39,Good,Good,FALSE,Polo,Lime Green,Black,Urban Outfitters,,Green,Corduroys,Olive Green,,American Eagle,,Green,Golf Shoes,White,Green,Malbon,,White,Blue,Red,Boxers,Blue,Olive Green,Gray,,,Green,Glasses,Green,TRUE,Kelly Green,,Beanie,Zara,,Green,FALSE,,,,,,TRUE,Lime Green,Black,Pullover,Bethpage Black,,Green,2,,Shrimp and Grits w/ Cornbread,Garlic Honey Salmon Salad,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,The Turning Point,,,,10,8,,"Blueberry, Peppers, Mango","Lettuce, Carrot, Onion","Shrimp, Salmon",,I can see why this place is so busy. I got the shrimp and grits and split the blueberry walnut cornbread. Everything I ate was absolutely delicious and I can't wait to go here again. Possible one of the best restaurants in Hoboken,Really good salad with my favorite ingredient,,,,Hulu,,,Jojo's Bizarre Adventure: Phantom Blood,1,FALSE,TRUE,Chilly,TRUE,FALSE,0,TRUE,30,,,TRUE,FALSE,FALSE,"Jiwei, Kevin, Deezy, Abi",,,,"PRA, CBD Gummy Study","python, R",TRUE,TRUE,3,3,FALSE,,FALSE,0,
2024-10-29,Tuesday,44,October,Mostly Cloudy,66,56,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,06:00,11:00,8,1,10,Good,Good,FALSE,T-Shirt,Cornflour Blue,Magenta,Old Navy,,Blue,Japanese Leisure Pants,Forest Green,,,,Green,Slip-on Shoes,Electric Lime,,Moln,,Green,Black,Blue,Boxers,Black,Neon Green,Black,,Nike,Green,Glasses,Green,TRUE,Jade,,Cap,MUD,,Green,FALSE,,,,,,FALSE,,,,,,,1,,Garlic Honey Salmon w/ Rice,Lamb Salad with Mac and Cheese,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,"Peppers, Mango","Lettuce, Carrot, Onion","Salmon, Lamb",,Great salmon over rice,Very good salad and the squash mac and cheese was also good,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Phantom Blood,Jojo's Bizarre Adventure: Phantom Blood,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Frisbee,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, CBD Gummy Study","python, R",TRUE,TRUE,2,3,TRUE,,FALSE,0,
2024-10-30,Wednesday,44,October,Sunny,75,53,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,00:00,8,1,52,Good,Good,FALSE,T-Shirt,Olive Green,,,Trae Young,Green,Pajama Pants,Dark Green,Green,Care Bears,Care Bears,Green,Sandals,Green,Orange,Adidas,,Green,Blue,,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Mint Green,,Hoodie,Old Navy,,Green,2,,Lamb Mac and Cheese,Sausage Pepper Scramble,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,"Peppers, Mango","Lettuce, Carrot","Lamb, Chicken",,Just as good as last night,Scramble is always a great option when I dont know what to make lol,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Phantom Blood,Jojo's Bizarre Adventure: Battle Tendency,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Jiwei,,,,"PRA, CBD Gummy Study","python, R",TRUE,TRUE,2,5,TRUE,,FALSE,0,
2024-10-31,Thursday,44,October,Cloudy,78,55,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,06:00,11:00,6,0,100,Good,Good,FALSE,T-Shirt,Hulk Green,,Old Navy,Hulk,Green,Shorts,Purple,,Nike,,Purple,Sneakers,Lime Green,Green,Nike,,Green,Green,Red,Boxers,Green,Neon Green,Black,Polo,,Green,Glasses,Green,TRUE,Pastel Green,,Cap,Polo,,Green,TRUE,Lime Green,,,,Green,FALSE,,,,,,,2,,Sausage Pepper Scramble,Shrimp Jambalaya,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,10,,"Peppers, Tomato",Onion,"Chicken, Shrimp",,Scramble still hittin',I wanted something really filling so I went the jamabalaya route and it turned out really well,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Battle Tendency,Jojo's Bizarre Adventure: Battle Tendency,2,FALSE,TRUE,Good,TRUE,TRUE,10,TRUE,30,"Golf, Climbing",,TRUE,FALSE,Lyft,"Jiwei, Joe, Kevin",,,,"PRA, CBD Gummy Study","python, R",TRUE,TRUE,1,3,FALSE,,FALSE,0,
2024-11-01,Friday,44,November,Cloudy,78,55,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,11:00,9,0,100,Good,Good,FALSE,T-Shirt,Kelly Green,Light Blue,Hoboken,Hoboken,Green,Shorts,Black,Neon Green,,,Black,Sandals,Electric Lime,Black,Nike,,Green,Purple,,Boxers,Purple,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Shrimp Jambalaya,Lamb Omelette,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,8,,"Peppers, Tomato",Onion,"Shrimp, Lamb, Egg",,I wanted something really filling so I went the jamabalaya route and it turned out really well,Great meal to close out the stuff I had in the fridge,,,Hulu,Hulu,,Jojo's Bizarre Adventure: Battle Tendency,Jojo's Bizarre Adventure: Battle Tendency,2,TRUE,TRUE,Good,TRUE,TRUE,10,TRUE,30,Climbing,,FALSE,FALSE,FALSE,Jiwei,,,,CBD Gummy Study,"python, R",TRUE,TRUE,2,3,FALSE,,FALSE,0,
2024-11-02,Saturday,44,November,Sunny,61,40,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,06:00,00:00,7,0,21,Good,Good,FALSE,Polo,Lime Green,Black,,,Green,Khakis,Emerald Green,,Polo,,Green,Golf Shoes,White,Green,Malbon,,White,Blue,,Boxers,Blue,Green,Blue,Nintendo,Luigi,Green,Glasses,Green,TRUE,Green,White,Cap,Atlanta,,Green,FALSE,,,,,,TRUE,Lime Green,Black,Pullover,Bethpage Black,,Green,2,Spicy Biscuit,Hot Dog,"Cheese Burger, Shrimp Dip",Oysters,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Margaritaville,Long Room,6,6,10,8,Peppers,,"Shrimp, Beef, Oysters, Chicken",Worse than BK breakfast but servicable,Good hot dog,"One of the best eating experience of the year. The atmosphere was amazing, $22 for a marg and cheeseburger was an insane deal. The shrimp dip was the real star of the show might go back solely for that. I'm a huge fan of Margaritaville and I will be going back in the near future.",I love oysters,,,,,,,0,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,LIRR,TRUE,FALSE,Lyft,"Jiwei, Kevin, Jed, Wilson, Weezy",,,,,,TRUE,TRUE,2,4,FALSE,,TRUE,3,"Surfside, Surfside, Marg"
2024-11-03,Sunday,45,November,Sunny,57,42,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey, New York",USA,08:00,11:00,8,1,100,Good,Good,FALSE,Athletic Shirt,Lime Green,Black,MUD,,Green,Sweatpants,Black,White,BRedline,Toast,Black,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Blue,Boxers,Red,Dark Green,Yellow,Stance,Donovan Mitchell,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Forest Green,,Rain Jacket,,,Green,2,,Shrimp and Al Pastor Taco,Cheesy Jalepeño Bread,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Mexican Restaurant,,,,4,,,Avocado,Lettuce,"Shrimp, Beef",,Might be the worst meal of the year. This entire restaurant was supremely underwhelming from the $15 chips and guac to the mainly lettuce tacos. It felt like everything I could have made better and cheaper. It was edible but I'm never going here again and I forgot the name of the restaturant immediately after walking out of the door,Didnt have food to cook so went with a classic,,,,Hulu,,,Jojo's Bizarre Adventure: Battle Tendency,1,FALSE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,Frisbee,"Bus, Subway",TRUE,FALSE,Lyft,"Jiwei, Jed, Wilson, Weezy, Dan",,,,,,TRUE,TRUE,3,4,FALSE,,FALSE,0,
2024-11-04,Monday,45,November,Cloudy,60,38,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,07:00,01:00,8,1,44,Good,Good,FALSE,T-Shirt,Dark Green,Pistachio,Old Navy,Indoors Club,Green,Joggers,Forest Green,,American Eagle,,Green,Sandals,Electric Lime,Black,Nike,,Green,Green,,Boxers,Green,Gray,Chartreuse ,,Dragon,Gray,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Shrimp Jambalaya,Blackened Salmon w/ Honey Roasted Carrots,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,10,9,,"Peppers, Tomato, Passionfruit, Orange",Carrot,"Salmon, Shrimp",,I dont know why it was a 9 before maybe after having that trash mexican food I realized that my cooking is actually really good as leftovers,Great salmon and great honey roasted carrots,,,Netflix,Netflix,,Jojo's Bizarre Adventure: Stone Ocean,Jojo's Bizarre Adventure: Stone Ocean,2,TRUE,TRUE,Chilly,TRUE,TRUE,10,TRUE,20,,,FALSE,FALSE,FALSE,Jiwei,,,,CBD Gummy Study,"python, R",TRUE,TRUE,1,2,FALSE,,FALSE,0,
